Asperger综合征	zhengzhuang/aspergerzhz/
舌炎	zhengzhuang/sy_3828/
舌咬伤	zhengzhuang/sys/
舌运动受限	zhengzhuang/sydsx/
舌震颤	zhengzhuang/szc_3831/
舌质红绛	zhengzhuang/szhj/
社交恐惧	zhengzhuang/sjkj/
社交敏感性障碍	zhengzhuang/sjmgxza/
射精疼	zhengzhuang/sjt/
伸臂握手疼痛	zhengzhuang/sbwstt/
伸舌偏斜	zhengzhuang/sspx/
伸舌样痴呆	zhengzhuang/ssycd/
伸膝障碍	zhengzhuang/sxza/
伸指无力	zhengzhuang/szwl_3840/
身体“福态”	zhengzhuang/st_ft_/
身体变形障碍	zhengzhuang/stbxza/
身体的低垂部位水肿	zhengzhuang/stddcbwsz/
身体下部短于上部	zhengzhuang/stxbdysb/
身体摇晃征	zhengzhuang/styhz/
身痛	zhengzhuang/st_3846/
呻吟	zhengzhuang/sy_3847/
深部性头痛	zhengzhuang/sbxtt/
深侧鼻塞	zhengzhuang/scbs/
深痱	zhengzhuang/sf/
深感觉障碍	zhengzhuang/sgjza/
深黄色或带绿色的水样便	zhengzhuang/shshdlsdsyb/
深昏迷	zhengzhuang/shm/
深睡眠症	zhengzhuang/ssmz/
神经干断裂	zhengzhuang/sjgdl/
神经根刺激	zhengzhuang/sjgcj/
神经根激惹症状	zhengzhuang/sjgjrzz/
神经根损伤	zhengzhuang/sjgss/
神经官能症状	zhengzhuang/sjgnzz/
神经肌肉症状	zhengzhuang/sjjrzz/
神经伤	zhengzhuang/sjs/
神经失用	zhengzhuang/sjsy/
神经束内神经纤维损伤	zhengzhuang/sjsnsjxwss/
神经束损伤断裂	zhengzhuang/sjsssdl/
神经衰弱综合征	zhengzhuang/sjsrzhz/
神经疼痛	zhengzhuang/sjtt/
神经痛	zhengzhuang/sjt_3867/
神经纤维过度生长	zhengzhuang/sjxwgdsc/
神经性耳聋	zhengzhuang/sjxel/
神经性耳鸣	zhengzhuang/sjxem/
神经性尿频	zhengzhuang/sjxnp/
神经性呕吐	zhengzhuang/sjxot/
神经性头痛	zhengzhuang/sjxtt/
神经性胃痛	zhengzhuang/sjxwt/
神经性厌食	zhengzhuang/sjxys/
神经元移行异常	zhengzhuang/sjyyxyc/
神经症性反应	zhengzhuang/sjzxfy/
神经症性抑郁	zhengzhuang/sjzxyy/
神经质性格	zhengzhuang/sjzxg/
神志不清	zhengzhuang/szbq/
神志淡漠	zhengzhuang/szdm/
神志恍惚	zhengzhuang/szhh/
神志模糊	zhengzhuang/szmh/
肾包膜过度膨胀	zhengzhuang/sbmgdpz/
肾病性浮肿面容	zhengzhuang/sbxfzmr/
肾病综合征	zhengzhuang/sbzhz/
肾部积水现象	zhengzhuang/sbjsxx/
肾动脉狭窄	zhengzhuang/sdmxz/
肾动脉硬化	zhengzhuang/sdmyh/
肾动脉阻塞	zhengzhuang/sdmzs/
肾钙化	zhengzhuang/sgh/
肾功能衰竭	zhengzhuang/sgnsj/
肾后性肾衰	zhengzhuang/shxss/
肾间质受损	zhengzhuang/sjzss/
肾间质水肿	zhengzhuang/sjzsz/
肾间质纤维化	zhengzhuang/sjzxwh/
肾结石	zhengzhuang/sjs_3897/
肾内动脉变细或阻塞	zhengzhuang/sndmbxhzs/
肾浓缩功能障碍	zhengzhuang/snsgnza/
肾脓肿	zhengzhuang/snz/
肾皮质坏死	zhengzhuang/spzhs/
肾气虚	zhengzhuang/sqx/
肾前性肾功能不全	zhengzhuang/sqxsgnbq/
肾区钝痛	zhengzhuang/sqdt/
肾区叩击痛	zhengzhuang/sqkjt/
肾区压痛	zhengzhuang/sqyt/
肾区压痛和叩痛	zhengzhuang/sqythkt/
肾缺血	zhengzhuang/sqx_3908/
肾乳头及肾盂出血	zhengzhuang/srtjsycx/
肾上腺皮质激素不足	zhengzhuang/ssxpzjsbz/
肾上腺皮质良性男性化现象	zhengzhuang/ssxpzlxnxhxx/
肾上腺危象	zhengzhuang/ssxwx/
肾上腺中毒	zhengzhuang/ssxzd/
肾上腺转移	zhengzhuang/ssxzy/
肾衰竭	zhengzhuang/ssj/
肾栓塞	zhengzhuang/sss/
肾损害	zhengzhuang/ssh/
肾外梗阻	zhengzhuang/swgz/
肾无功能	zhengzhuang/swgn/
肾小动脉有纤维梗死	zhengzhuang/sxdmyxwgs/
肾小管坏死	zhengzhuang/sxghs/
肾小管酸化功能障碍	zhengzhuang/sxgshgnza/
肾小管萎陷	zhengzhuang/sxgwx/
肾小管细胞受损后炎症	zhengzhuang/sxgxbsshyz/
肾小管重吸收障碍	zhengzhuang/sxgzxsza/
肾小球基底膜蛾噬现象	zhengzhuang/sxqjdmesxx/
肾小球滤过率下降	zhengzhuang/sxqlglxj/
肾小球内“三高”	zhengzhuang/sxqn_sg_/
肾小球旁器增生	zhengzhuang/sxqpqzs/
肾小球体积增大	zhengzhuang/sxqtjzd/
肾小球硬化	zhengzhuang/sxqyh/
肾小球有病理形态改变	zhengzhuang/sxqyblxtgb/
肾性骨质软化	zhengzhuang/sxgzrh/
肾性尿崩	zhengzhuang/sxnb/
肾性糖尿	zhengzhuang/sxtn/
肾血管畸形	zhengzhuang/sxgjx/
肾阳虚	zhengzhuang/syx/
肾异位伴随输尿管异位	zhengzhuang/sywbssngyw/
肾阴虚	zhengzhuang/syx_3939/
肾阴阳两虚	zhengzhuang/syylx/
肾盂积水	zhengzhuang/syjs/
肾源性水肿	zhengzhuang/syxsz/
肾脏破裂	zhengzhuang/szpl/
肾脏受累	zhengzhuang/szsl/
肾脏缩小	zhengzhuang/szsx/
肾盏变钝	zhengzhuang/szbd/
肾盏结石	zhengzhuang/szjs/
渗出性胸水	zhengzhuang/scxxs/
升主动脉根部环状缩窄	zhengzhuang/szdmgbhzsz/
生长过快	zhengzhuang/scgk/
生长缓慢	zhengzhuang/schm/
生长激素分泌过多	zhengzhuang/scjsfmgd/
生长激素分泌过少	zhengzhuang/scjsfmgs/
生化妊娠	zhengzhuang/shrs/
生理盲点扩大	zhengzhuang/slmdkd/
生理性闭经	zhengzhuang/slxbj/
生理性肥胖	zhengzhuang/slxfp/
生理性腹泻	zhengzhuang/slxfx/
生理性黄疸	zhengzhuang/slxhd/
生理性萎缩	zhengzhuang/slxws/
生理性厌食	zhengzhuang/slxys/
生理性震颤	zhengzhuang/slxzc/
生理性醉酒	zhengzhuang/slxzj/
生命体征改变	zhengzhuang/smtzgb/
生殖泌尿道危象	zhengzhuang/szmndwx/
生殖器外伤	zhengzhuang/szqws/
声带肥厚	zhengzhuang/sdfh/
声带老化	zhengzhuang/sdlh/
声带麻痹	zhengzhuang/sdmb/
声带萎缩	zhengzhuang/sdws/
声调似小孩	zhengzhuang/sdsxh/
声门短而窄	zhengzhuang/smdez/
声门水肿	zhengzhuang/smsz/
声门以上的损伤	zhengzhuang/smysdss/
声门运动障碍	zhengzhuang/smydza/
声音变低	zhengzhuang/sybd/
声音嘶哑	zhengzhuang/sysy/
声音异常	zhengzhuang/syyc/
失读	zhengzhuang/sd/
失眠	zhengzhuang/sm_3980/
失钠多于失水且血清钠浓度低	zhengzhuang/sndyssqxqnndd/
失钠性昏迷	zhengzhuang/snxhm/
失水	zhengzhuang/ss/
失水多于失钠且血清钠浓度高	zhengzhuang/ssdysnqxqnndg/
失血过多	zhengzhuang/sxgd/
失血过多后贫血	zhengzhuang/sxgdhpx/
失盐	zhengzhuang/sy_3987/
失音	zhengzhuang/sy_3988/
失用步态	zhengzhuang/sybt/
失用性综合征	zhengzhuang/syxzhz/
湿咳	zhengzhuang/sk/
湿啰音	zhengzhuang/sly/
湿性坏疽	zhengzhuang/sxhj/
湿性脚气	zhengzhuang/sxjq/
湿性脚气	zhengzhuang/sxjq_3995/
湿性体质	zhengzhuang/sxtz/
湿疹	zhengzhuang/sz/
十二指肠高度扩张	zhengzhuang/sezcgdkz/
十二指肠扩张	zhengzhuang/sezckz/
十二指肠狭窄	zhengzhuang/sezcxz/
十二指肠有切迹或狭窄	zhengzhuang/sezcyqjhxz/
石骨症	zhengzhuang/sgz/
实火	zhengzhuang/sh_4003/
实脉	zhengzhuang/sm_4004/
食道病变	zhengzhuang/sdbb/
食道粘膜水肿充血	zhengzhuang/sdzmszcx/
食管闭锁	zhengzhuang/sgbs/
食管壁纤维化	zhengzhuang/sgbxwh/
食管出血	zhengzhuang/sgcx/
食管对称性膨大	zhengzhuang/sgdcxpd/
食管恶性病变	zhengzhuang/sgexbb/
食管反流症状	zhengzhuang/sgflzz/
食管梗阻	zhengzhuang/sggz/
食管间隙形成肿块	zhengzhuang/sgjxxczk/
食管痉挛	zhengzhuang/sgjl/
食管溃疡	zhengzhuang/sgky/
食管扩张	zhengzhuang/sgkz/
食管瘘	zhengzhuang/sgl/
食管黏膜呈管型剥脱	zhengzhuang/sgnmcgxbt/
食管气管瘘	zhengzhuang/sgqgl/
食管腔梗阻	zhengzhuang/sgqgz/
食管腔狭窄	zhengzhuang/sgqxz/
食管蠕动差扩张及梨状窝钡剂滞留	zhengzhuang/sgrdckzjlzwbjzl/
食管蠕动功能减弱	zhengzhuang/sgrdgnjr/
食管体平滑肌部分蠕动停止	zhengzhuang/sgtphjbfrdtz/
食管下段静脉曲张	zhengzhuang/sgxdjmqz/
食管下括约肌张力下降	zhengzhuang/sgxkyjzlxj/
食管重复	zhengzhuang/sgzf/
食管左壁形成压足跡	zhengzhuang/sgzbxcyzj/
食积口臭	zhengzhuang/sjkc/
食量增加	zhengzhuang/slzj/
食毛后导致的胃肠道症状	zhengzhuang/smhdzdwcdzz/
食物返流至鼻腔	zhengzhuang/swflzbq/
食物过敏	zhengzhuang/swgm/
食物误入气道	zhengzhuang/swwrqd/
食物下咽时颈部有气过水声感	zhengzhuang/swxysjbyqgssg/
食物在胃的通过障碍	zhengzhuang/swzwdtgza/
食欲不振	zhengzhuang/sybz/
食欲减退	zhengzhuang/syjt/
食欲较差	zhengzhuang/syjc/
食欲缺乏	zhengzhuang/syqf/
食欲下降	zhengzhuang/syxj/
食欲异常	zhengzhuang/syyc_4043/
食指半月甲呈粉红色	zhengzhuang/szbyjcfhs/
食指不明原因疼痛	zhengzhuang/szbmyytt/
食指感觉消失	zhengzhuang/szgjxs/
食指和中指僵硬痛麻	zhengzhuang/szhzzjytm/
食指指甲凹陷	zhengzhuang/szzjax/
始基子宫	zhengzhuang/sjzg/
始于眼部，扩张开来的面头痛	zhengzhuang/syyb_kzkldmtt/
视近不能持久	zhengzhuang/sjbncj/
视近困难	zhengzhuang/sjkn/
视觉失认	zhengzhuang/sjsr/
视觉识别障碍性眩晕	zhengzhuang/sjsbzaxxy/
视空间功能受损	zhengzhuang/skjgnss/
视力常呈雾状模糊感	zhengzhuang/slccwzmhg/
视力视野改变	zhengzhuang/slsygb/
视力障碍	zhengzhuang/slza/
视盘倾斜	zhengzhuang/spqx/
视乳头水肿	zhengzhuang/srtsz/
视神经的原发性萎缩	zhengzhuang/ssjdyfxws/
视神经乳头苍白	zhengzhuang/ssjrtcb/
视神经萎缩	zhengzhuang/ssjws/
视网膜Roth斑	zhengzhuang/swmrothb/
视网膜出血	zhengzhuang/swmcx/
视网膜动脉阻塞	zhengzhuang/swmdmzs/
视网膜静脉纡曲怒张	zhengzhuang/swmjmyqnz/
视网膜水肿	zhengzhuang/swmsz/
视网膜脱离	zhengzhuang/swmtl/
视物变小	zhengzhuang/swbx/
视物变形	zhengzhuang/swbx_4071/
视野缺损	zhengzhuang/syqs/
视野缩小	zhengzhuang/sysx/
视野向心性缩小	zhengzhuang/syxxxsx/
室颤	zhengzhuang/sc/
室颤阈值降低	zhengzhuang/scyzjd/
室间隔缺损	zhengzhuang/sjgqs/
室上性心律失常	zhengzhuang/ssxxlsc/
室性早搏	zhengzhuang/sxzb/
嗜红细胞综合征	zhengzhuang/shxbzhz/
嗜酒	zhengzhuang/sj/
嗜酒性幻觉性精神错乱	zhengzhuang/sjxhjxjscl/
嗜睡	zhengzhuang/ss_4083/
嗜酸细胞增加	zhengzhuang/ssxbzj/
嗜酸性粒细胞增多	zhengzhuang/ssxlxbzd/
嗜心性病毒感染	zhengzhuang/sxxbdgr/
嗜盐	zhengzhuang/sy_4087/
收缩期反流性杂音	zhengzhuang/ssqflxzy/
收缩期和舒张期杂音	zhengzhuang/ssqhszqzy/
收缩期杂音	zhengzhuang/ssqzy/
收缩期震颤	zhengzhuang/ssqzc/
收缩压下降	zhengzhuang/ssyxj/
收缩早期喀喇音	zhengzhuang/sszqkly/
手、足部厚壁水疱	zhengzhuang/s_zbhbsp/
手背部皮肤发红肿胀	zhengzhuang/sbbpffhzz/
手臂肌肉拉伤	zhengzhuang/sbjrls/
手臂肌肉萎缩	zhengzhuang/sbjrws/
手变短	zhengzhuang/sbd/
手表皮深处的水疱	zhengzhuang/sbpscdsp/
手部功能完全丧失	zhengzhuang/sbgnwqss/
手部急性化脓性感染	zhengzhuang/sbjxhnxgr/
手部震颤	zhengzhuang/sbzc/
手抽筋	zhengzhuang/scj/
手唇震颤	zhengzhuang/sczc/
手的搓丸样动作	zhengzhuang/sdcwydz/
手的歪扭畸形	zhengzhuang/sdwnjx/
手冻伤	zhengzhuang/sds/
手机依赖症	zhengzhuang/sjylz/
手肌肉萎缩	zhengzhuang/sjrws/
手脚冰凉	zhengzhuang/sjbl/
手凉	zhengzhuang/sl/
手麻	zhengzhuang/sm_4112/
手内肌萎缩	zhengzhuang/snjws/
手皮肤发紫	zhengzhuang/spffz/
手热	zhengzhuang/sr/
手上有小水泡	zhengzhuang/ssyxsp/
手势性自动症	zhengzhuang/ssxzdz/
手术创伤	zhengzhuang/sscs/
手术后破伤风	zhengzhuang/sshpsf/
手术时伤口不再出血	zhengzhuang/sssskbzcx/
手酸	zhengzhuang/ss_4121/
手套或短袜子式浅、深感觉障碍	zhengzhuang/sthdwzsq_sgjza/
手脱皮	zhengzhuang/stp/
手腕部米粒大小硬如软骨的包块	zhengzhuang/swbmldxyrrgdbk/
手腕长骨刺	zhengzhuang/swcgc/
手腕在大拇指侧的疼痛	zhengzhuang/swzdmzcdtt/
手腕肿痛及掌屈活动受限	zhengzhuang/swztjzqhdsx/
手握物无力	zhengzhuang/swwwl/
手无力不自觉的丢落持物	zhengzhuang/swlbzjddlcw/
手下垂时皮肤呈灰蓝色	zhengzhuang/sxcspfchls/
手小形方	zhengzhuang/sxxf/
手与手指胀满感	zhengzhuang/syszzmg/
手掌疤痕畸形	zhengzhuang/szbhjx/
手掌呈黑色	zhengzhuang/szchs/
手掌呈黄色	zhengzhuang/szchs_4135/
手掌和足底角化伴多汗	zhengzhuang/szhzdjhbdh/
手掌及足底发红	zhengzhuang/szjzdfh/
手掌及足趾皮肤过度角化	zhengzhuang/szjzzpfgdjh/
手掌软硬度异常	zhengzhuang/szrydyc/
手掌硬性水肿	zhengzhuang/szyxsz/
手震颤	zhengzhuang/szc_4141/
手指不能屈伸	zhengzhuang/szbnqs/
手指冻肿	zhengzhuang/szdz/
手指发绀或坏死	zhengzhuang/szfghhs/
手指发僵疼痛	zhengzhuang/szfjtt/
手指和足趾无痛性软组织肿块	zhengzhuang/szhzzwtxrzzzk/
手指或手臂部刺痛及麻木感	zhengzhuang/szhsbbctjmmg/
手指甲没有白色月牙	zhengzhuang/szjmybsyy/
手指甲有白色斑点	zhengzhuang/szjybsbd/
手指甲周围起皮	zhengzhuang/szjzwqp/
手指尖痛或触痛	zhengzhuang/szjthct/
手指麻痛	zhengzhuang/szmt/
手指末端持续对称性刺痛麻木	zhengzhuang/szmdcxdcxctmm/
手指扭伤	zhengzhuang/szns/
手指痛风	zhengzhuang/sztf/
手指歪斜	zhengzhuang/szwx/
手指香肠型	zhengzhuang/szxcx/
手指小关节痛肿	zhengzhuang/szxgjtz/
手指撞伤	zhengzhuang/szzs/
手足多汗	zhengzhuang/szdh/
手足发抖	zhengzhuang/szfd/
手足皲裂	zhengzhuang/szjl/
手足麻木	zhengzhuang/szmm_4163/
手足脱皮	zhengzhuang/sztp/
受伤后易产生瘢痕	zhengzhuang/sshycsbh/
书写痉挛	zhengzhuang/sxjl/
梳头或洗头时头发脱落增加	zhengzhuang/sthxtstftlzj/
舒张期奔马律	zhengzhuang/szqbml/
舒张期哈气样杂音	zhengzhuang/szqhqyzy/
舒张期震颤	zhengzhuang/szqzc/
舒张晚期奔马律	zhengzhuang/szwqbml/
舒张压上升	zhengzhuang/szyss/
输精管变粗	zhengzhuang/sjgbc/
输精管堵塞	zhengzhuang/sjgds/
输精管疼痛	zhengzhuang/sjgtt/
输卵管粘连	zhengzhuang/slgzl/
输卵管肿大	zhengzhuang/slgzd/
输卵管肿块	zhengzhuang/slgzk/
输尿管梗阻	zhengzhuang/snggz/
输尿管间脊肥大	zhengzhuang/sngjjfd/
输尿管痉挛	zhengzhuang/sngjl/
输尿管扩张	zhengzhuang/sngkz/
输尿管囊肿	zhengzhuang/sngnz/
输尿管疼痛	zhengzhuang/sngtt/
输尿管狭窄	zhengzhuang/sngxz/
输尿管向心偏移	zhengzhuang/sngxxpy/
输乳管阻塞	zhengzhuang/srgzs/
鼠尾征	zhengzhuang/swz/
鼠疫样皮损	zhengzhuang/syyps/
术后发热	zhengzhuang/shfr/
术后腹胀	zhengzhuang/shfz/
术后急性精神障碍	zhengzhuang/shjxjsza/
术后疼痛	zhengzhuang/shtt/
束臂试验阳性	zhengzhuang/sbsyyx/
数脉	zhengzhuang/sm_4195/
数目较多的咖啡牛奶斑	zhengzhuang/smjddkfnnb/
刷牙出血	zhengzhuang/sycx/
衰老加快	zhengzhuang/sljk/
衰弱	zhengzhuang/sr_4199/
栓塞性肾炎	zhengzhuang/ssxsy/
双侧睑外翻	zhengzhuang/scjwf/
双侧肾内痛	zhengzhuang/scsnt/
双侧肾上腺皮质增生	zhengzhuang/scssxpzzs/
双侧手足徐动	zhengzhuang/scszxd/
双侧下腹坠痛	zhengzhuang/scxfzt/
双耳廓发育不全	zhengzhuang/sekfybq/
双耳廓缺损	zhengzhuang/sekqs/
双肺的吸气爆裂音	zhengzhuang/sfdxqbly/
双肺水泡音	zhengzhuang/sfspy/
双颊凹陷呈猴腮状	zhengzhuang/sjaxchsz/
双胫对称发生梅核大小疼痛性结节	zhengzhuang/sjdcfsmhdxttxjj/
双眉间长痘	zhengzhuang/smjcd/
双乳间距增宽	zhengzhuang/srjjzk/
双上眼睑的水肿性紫红色斑	zhengzhuang/ssyjdszxzhsb/
双肾弥漫性病变	zhengzhuang/ssmmxbb/
双肾皮质变薄	zhengzhuang/sspzbb/
双手活动软弱无力	zhengzhuang/sshdrrwl/
双手轮替动作笨拙	zhengzhuang/ssltdzbz/
双手震颤	zhengzhuang/sszc/
双胎静脉吻合	zhengzhuang/stjmwh/
双吸气	zhengzhuang/sxq/
双下肢可凹陷性水肿	zhengzhuang/sxzkaxxsz/
双下肢突然性瘫痪	zhengzhuang/sxztrxth/
双相型体温	zhengzhuang/sxxtw/
双眼Bell现象不对称	zhengzhuang/sybellxxbdc/
双眼抽搐	zhengzhuang/sycc/
双眼眶距宽	zhengzhuang/sykjk/
双眼难以忍受的奇痒	zhengzhuang/synyrsdqy/
双眼向上凝视	zhengzhuang/syxsns/
双掌猿线出现率增加和atd角增大	zhengzhuang/szyxcxlzjhatdjzd/
双足红肿热痛	zhengzhuang/szhzrt/
水、钠潴留性肥胖症	zhengzhuang/s_nzlxfpz/
水冲脉	zhengzhuang/scm/
水痘结痂	zhengzhuang/sdjj/
水痘样皮疹	zhengzhuang/sdypz/
水咳	zhengzhuang/sk_4236/
水母头征	zhengzhuang/smtz/
水钠的蓄积	zhengzhuang/sndxj/
水泡	zhengzhuang/sp/
水泡性烧伤	zhengzhuang/spxss/
水疱或大疱损害	zhengzhuang/sphdpsh/
水疱或大疱损害	zhengzhuang/sphdpsh_4242/
水平掌褶纹(通贯手)	zhengzhuang/spzzw_tgs_/
水泻伴低血钾	zhengzhuang/sxbdxj/
水盐代谢障碍	zhengzhuang/sydxza/
水样便	zhengzhuang/syb/
水中毒	zhengzhuang/szd/
水中毒性昏迷	zhengzhuang/szdxhm/
水肿	zhengzhuang/sz_4249/
水肿伴蛋白尿	zhengzhuang/szbdbn/
水肿伴呼吸困难、紫绀	zhengzhuang/szbhxkn_zg/
水潴留	zhengzhuang/szl/
睡过之后精力没有恢复	zhengzhuang/sgzhjlmyhf/
睡后手指出现麻木或烧灼痛而致醒	zhengzhuang/shszcxmmhsztezx/
睡觉背部酸痛	zhengzhuang/sjbbst/
睡觉后全身大汗淋漓	zhengzhuang/sjhqsdhll/
睡觉流口水	zhengzhuang/sjlks/
睡觉时突然抽搐一下	zhengzhuang/sjstrccyx/
睡觉时小腿抽筋	zhengzhuang/sjsxtcj/
睡觉时心跳加快	zhengzhuang/sjsxtjk/
睡眠猝死	zhengzhuang/smcs/
睡眠过度	zhengzhuang/smgd/
睡眠呼吸暂停	zhengzhuang/smhxzt/
睡眠唤醒反应	zhengzhuang/smhxfy/
睡眠节律紊乱	zhengzhuang/smjlwl/
睡眠-觉醒时间程序的障碍	zhengzhuang/sm_jxsjcxdza/
睡眠麻痹	zhengzhuang/smmb/
睡眠时间倒错	zhengzhuang/smsjdc/
睡眠时睑闭合不全	zhengzhuang/smsjbhbq/
睡眠障碍	zhengzhuang/smza/
睡眠中周期性腿动	zhengzhuang/smzzqxtd/
睡瘫症	zhengzhuang/stz/
睡行症	zhengzhuang/sxz/
顺行性遗忘	zhengzhuang/sxxyw/
说话带鼻音	zhengzhuang/shdby/
说话时字词不能连续	zhengzhuang/shszcbnlx/
思考困难感	zhengzhuang/skkng/
思虑伤脾	zhengzhuang/slsp/
思维奔逸	zhengzhuang/swby/
思维不连贯	zhengzhuang/swblg/
思维缓慢	zhengzhuang/swhm/
思维解体	zhengzhuang/swjt/
思维控制异常	zhengzhuang/swkzyc/
思维黏滞	zhengzhuang/swnz/
思维贫乏	zhengzhuang/swpf/
思维破裂	zhengzhuang/swpl/
思维松弛	zhengzhuang/swsc/
思维紊乱	zhengzhuang/swwl/
思维中断	zhengzhuang/swzd/
撕脱骨折	zhengzhuang/stgz/
死产	zhengzhuang/sc_4291/
死骨	zhengzhuang/sg/
死精子过多	zhengzhuang/sjzgd/
死胎	zhengzhuang/st_4294/
四边孔处的局限压痛	zhengzhuang/sbkcdjxyt/
四叠体受压	zhengzhuang/sdtsy/
四音心律	zhengzhuang/syxl/
四肢长骨和肌肉无规律的酸痛	zhengzhuang/szcghjrwgldst/
四肢呈对称性下运动神经元性瘫痪	zhengzhuang/szcdcxxydsjyxth/
四肢抽搐	zhengzhuang/szcc/
四肢电击感	zhengzhuang/szdjg/
四肢对称性软瘫	zhengzhuang/szdcxrt/
四肢发冷	zhengzhuang/szfl/
四肢肌张力增强	zhengzhuang/szjzlzq/
四肢畸形	zhengzhuang/szjx/
四肢近端肌肉和呼吸麻痹	zhengzhuang/szjdjrhhxmb/
四肢麻木	zhengzhuang/szmm_4307/
四肢屈侧出现橘皮样外观	zhengzhuang/szqccxjpywg/
四肢湿冷	zhengzhuang/szsl_4309/
四肢酸痛无力	zhengzhuang/szstwl/
四肢苔藓样变	zhengzhuang/sztxyb/
四肢瘫痪	zhengzhuang/szth/
四肢无力	zhengzhuang/szwl_4313/
四肢血压脉搏不对称	zhengzhuang/szxymbbdc/
四肢远端麻木、疼痛或异样感觉	zhengzhuang/szydmm_tthyygj/
四肢震颤	zhengzhuang/szzc/
松果体钙化移位	zhengzhuang/sgtghyw/
松果体区占位病变	zhengzhuang/sgtqzwbb/
耸肩喘息	zhengzhuang/sjcx/
诉讼狂	zhengzhuang/ssk/
速脉	zhengzhuang/sm_4321/
粟粒样丘疹	zhengzhuang/slyqz/
酸烧伤	zhengzhuang/sss_4323/
髓核脱水	zhengzhuang/shts/
髓鞘化延迟	zhengzhuang/sqhyc/
髓性纤维化	zhengzhuang/sxxwh/
髓样癌变	zhengzhuang/syab/
髓质海绵肾	zhengzhuang/szhms/
髓质增生	zhengzhuang/szzs_4329/
缩瞳、眼睑下垂及眼球内陷	zhengzhuang/st_yjxcjyqnx/
缩窄性心包炎	zhengzhuang/szxxby/
锁骨上的搏动性肿块	zhengzhuang/sgsdbdxzk/
锁骨上及前斜角肌淋巴结肿大	zhengzhuang/sgsjqxjjlbjzd/
锁合畸形	zhengzhuang/shjx/
胎儿窘迫	zhengzhuang/tejp/
胎儿生长发育迟缓	zhengzhuang/tescfych/
言语功能的部分丧失	zhengzhuang/yygndbfss/
阴囊瘙痒	zhengzhuang/ynsy/
胎儿宫内骨折	zhengzhuang/tegngz/
Todd瘫痪（遗留暂时性局部肢体的瘫痪或无力）	zhengzhuang/toddth_ylzsxjbztdthhwl_/
T波低平或倒置	zhengzhuang/tbdphdz/
弹钢琴指(趾)征	zhengzhuang/dgqz_z_z/
胎动改变	zhengzhuang/tdgb/
胎动过频	zhengzhuang/tdgp/
胎动频繁	zhengzhuang/tdpf/
胎儿不完全臀先露	zhengzhuang/tebwqtxl/
胎儿单臂先露	zhengzhuang/tedbxl/
胎儿宫内发育迟缓	zhengzhuang/tegnfych/
胎儿宫内窒息	zhengzhuang/tegnzx/
胎儿酒精综合征	zhengzhuang/tejjzhz/
胎儿水肿	zhengzhuang/tesz/
胎儿心动过缓	zhengzhuang/texdgh/
胎粪污染	zhengzhuang/tfwr/
胎毛多	zhengzhuang/tmd/
胎膜破裂	zhengzhuang/tmpl/
胎膜早破	zhengzhuang/tmzp/
胎盘大	zhengzhuang/tpd/
胎盘钙化	zhengzhuang/tpgh/
胎盘老化	zhengzhuang/tplh/
胎盘母体面上有凝血块及压迹	zhengzhuang/tpmtmsynxkjyj/
胎盘前置	zhengzhuang/tpqz/
胎盘血液灌注不良	zhengzhuang/tpxygzbl/
胎盘早剥	zhengzhuang/tpzb/
胎盘植入	zhengzhuang/tpzr/
胎盘滞留宫腔	zhengzhuang/tpzlgq/
胎势异常	zhengzhuang/tsyc/
胎位不正	zhengzhuang/twbz/
胎位异常	zhengzhuang/twyc/
胎心不规则	zhengzhuang/txbgz/
胎心率改变	zhengzhuang/txlgb/
胎心率异常	zhengzhuang/txlyc/
胎心音消失（无胎心音）	zhengzhuang/txyxs_wtxy_/
胎样心音	zhengzhuang/tyxy/
胎痣	zhengzhuang/tz/
抬肩以助呼吸	zhengzhuang/tjyzhx/
抬举性搏动	zhengzhuang/tjxbd/
苔黄腻	zhengzhuang/thn/
太阳穴痛	zhengzhuang/tyxt/
太阳穴胀痛	zhengzhuang/tyxzt/
贪食	zhengzhuang/ts/
贪食行为	zhengzhuang/tsxw/
瘫痪	zhengzhuang/th/
痰呈白色黏稠胶冻状	zhengzhuang/tcbsncjdz/
痰呈粘液脓性	zhengzhuang/tczynx/
痰检或可找到丝状蚴	zhengzhuang/tjhkzdszy/
痰检阴性	zhengzhuang/tjyx/
痰鸣音	zhengzhuang/tmy/
痰黏稠或脓性可有腥臭味	zhengzhuang/tnchnxkyxcw/
痰湿体质	zhengzhuang/tstz/
痰饮	zhengzhuang/ty/
痰有恶臭味	zhengzhuang/tyecw/
痰中带血丝	zhengzhuang/tzdxs/
痰中或可找到蛔蚴或虫卵	zhengzhuang/tzhkzdhyhcl/
叹气后舒服	zhengzhuang/tqhsf/
叹息样呼吸	zhengzhuang/txyhx/
糖代谢紊乱	zhengzhuang/tdxwl/
糖类皮质激素分泌过多	zhengzhuang/tlpzjsfmgd/
糖类皮质激素分泌过少	zhengzhuang/tlpzjsfmgs/
糖耐量降低	zhengzhuang/tnljd/
糖尿	zhengzhuang/tn/
糖尿病皮肤病变	zhengzhuang/tnbpfbb/
糖尿病酮症酸中毒	zhengzhuang/tnbtzszd/
烫伤	zhengzhuang/ts_4403/
烫伤后汗腺受损	zhengzhuang/tshhxss/
烫伤水泡破了	zhengzhuang/tssppl/
