百日咳	brk/
老年人急性胰腺炎	lnrjxyxy/
老年人急性左心衰竭	lnrjxzxsj/
老年人脊髓压迫症	lnrjsypz/
老年人脊髓亚急性联合变性	lnrjsyjxlhbx/
老年人甲减性心脏病	lnrjjxxzb/
老年人甲亢性心脏病	lnrjkxxzb/
老年人甲状腺癌	lnrjzxa/
老年人甲状腺功能低下	lnrjzxgndx/
老年人甲状腺功能亢进危象	lnrjzxgnkjwx/
老年人甲状腺功能亢进症	lnrjzxgnkjz/
老年人假膜性小肠结肠炎	lnrjmxxcjcy/
老年人间质性肺炎	lnrjzxfy/
老年人结肠憩室	lnrjcqs/
老年人结肠息肉	lnrjcxr/
老年人结核性脑膜炎	lnrjhxnmy/
老年人结节病	lnrjjb/
老年人颈性眩晕	lnrjxxy/
老年人酒精性肝病	lnrjjxgb/
老年人酒精性心脏病	lnrjjxxzb_6190/
老年人巨幼细胞性贫血	lnrjyxbxpx/
老年人扩张型心肌病	lnrkzxxjb/
老年人类风湿性关节炎	lnrlfsxgjy/
老年人流行性感冒	lnrlxxgm/
老年人颅内压增高	lnrlnyzg/
老年人慢性疾病性贫血	lnrmxjbxpx/
老年人慢性粒细胞白血病	lnrmxlxbbxb/
老年人慢性淋巴细胞白血病	lnrmxlbxbbxb/
老年人慢性肾功能衰竭	lnrmxsgnsj/
老年人慢性肾盂肾炎	lnrmxsysy/
老年人慢性胃炎	lnrmxwy/
老年人慢性支气管炎	lnrmxzqgy/
老年人梅毒性心脏病	lnrmdxxzb/
老年人泌尿系结石	lnrmnxjs/
老年人泌尿系统感染	lnrmnxtgr/
老年人免疫性血小板减少性紫癜	lnrmyxxxbjsxzd/
老年人脑出血	lnrncx/
老年人脑栓塞	lnrnss/
老年人脑心综合征	lnrnxzhz/
老年人脑血栓形成	lnrnxsxc/
老年人黏液性瓣膜病	lnrnyxbmb/
老年人尿崩症	lnrnbz/
老年人尿毒症性肺炎	lnrndzxfy/
老年人尿失禁	lnrnsj/
老年人帕金森病	lnrpjsb/
老年人期前收缩	lnrqqss/
老年人前列腺癌	lnrqlxa/
老年人前列腺增生症	lnrqlxzsz/
老年人腔隙性脑梗死	lnrqxxngs/
老年人缺铁性贫血	lnrqtxpx/
老年人缺血性结肠炎	lnrqxxjcy/
老年人缺血性心肌病	lnrqxxxjb/
老年人溶血性贫血	lnrrxxpx/
老年人乳头肌功能不全和断裂	lnrrtjgnbqhdl/
老年人乳腺癌	lnrrxa/
老年人上腔静脉受压综合征	lnrsqjmsyzhz/
老年人上消化道出血	lnrsxhdcx/
老年人神经梅毒	lnrsjmd/
老年人神经症	lnrsjz/
老年人肾癌	lnrsa/
老年人肾病综合征	lnrsbzhz/
老年人食管癌	lnrsga/
老年人食管裂孔疝	lnrsglks/
老年人室性期前收缩	lnrsxqqss/
老年人室性心动过速	lnrsxxdgs/
老年人嗜铬细胞瘤危象	lnrsgxblwx/
老年人睡眠呼吸暂停综合征	lnrsmhxztzhz/
老年人睡眠障碍	lnrsmza/
老年人糖尿病	lnrtnb/
老年人糖尿病乳酸性中毒	lnrtnbrsxzd/
老年人糖尿病肾病	lnrtnbsb/
老年人糖尿病酮症酸中毒	lnrtnbtzszd/
老年人糖尿病性心脏病	lnrtnbxxzb/
老年人糖尿病周围神经病	lnrtnbzwsjb/
老年人特发性肺纤维化	lnrtfxfxwh/
老年人痛风	lnrtf/
老年人脱水	lnrts/
老年人胃癌	lnrwa/
老年人胃食管反流病	lnrwsgflb/
老年人稳定型心绞痛	lnrwdxxjt/
老年人无症状性心肌缺血	lnrwzzxxjqx/
老年人吸入性肺炎	lnrxrxfy/
老年人细菌性脑膜炎	lnrxjxnmy/
老年人夏伊-德雷格综合征	lnrxy_dlgzhz/
老年人先天性心血管疾病	lnrxtxxxgjb/
老年人消化性溃疡	lnrxhxky/
老年人心房扑动	lnrxfpd/
老年人心房纤颤	lnrxfxc/
老年人心肌梗死	lnrxjgs/
老年人心力衰竭	lnrxlsj/
老年人心内膜炎	lnrxnmy/
老年人心脑综合征	lnrxnzhz/
老年人心室扑动与颤动	lnrxspdycd/
老年人心源性休克	lnrxyxxk/
老年人心脏传导阻滞	lnrxzcdzz/
老年人心脏猝死	lnrxzcs/
老年人心脏淀粉样变性	lnrxzdfybx/
老年人胸腔积液与胸膜炎	lnrxqjyyxmy/
老年人血管性痴呆	lnrxgxcd/
老年人血栓性疾病	lnrxsxjb/
老年人炎症性肠病	lnryzxcb/
老年人厌氧菌性肺炎	lnryyjxfy/
老年人阳性杆菌肺炎	lnryxgjfy/
老年人药物性肝病	lnrywxgb/
老年人胰腺癌	lnryxa/
老年人异位抗利尿素分泌综合征	lnrywklnsfmzhz/
老年人预激综合征	lnryjzhz/
老年人原发性肝癌	lnryfxga/
老年人原发性高血压引起的良性小动脉肾硬化	lnryfxgxyyqdlxxdmsyh/
老年人原发性骨髓纤维化	lnryfxgsxwh/
老年人原发性血小板增多症	lnryfxxxbzdz/
老年人院内获得性肺炎	lnrynhdxfy/
老年人运动神经元病	lnrydsjyb/
老年人再生障碍性贫血	lnrzszaxpx/
老年人真性红细胞增多症	lnrzxhxbzdz/
老年人阵发性室上性心动过速	lnrzfxssxxdgs/
老年人正常压力脑积水	lnrzcylnjs/
老年人支气管扩张	lnrzqgkz/
老年人支气管哮喘	lnrzqgxc/
老年人支原体肺炎	lnrzytfy/
老年人脂肪肝	lnrzfg/
老年人终末期肺炎	lnrzmqfy/
老年人重症肌无力	lnrzzjwl/
老年人蛛网膜下腔出血	lnrzwmxqcx/
老年人主动脉夹层分离	lnrzdmjcfl/
老年人主动脉瘤	lnrzdml/
老年人椎基底动脉供血不足	lnrzjddmgxbz/
老年人自发性气胸	lnrzfxqx/
老年褥疮	lnrc/
老年收缩期高血压	lnssqgxy/
老年心肌病	lnxjb/
老年性癫痫	lnxdx/
老年性慢性硬膜下血肿	lnxmxymxxz/
老年性皮肤萎缩	lnxpfws/
老年性外阴萎缩	lnxwyws/
老年性舞蹈病	lnxwdb/
老年性心瓣膜病	lnxxbmb/
老年休克	lnxk/
老视	ls/
勒夫勒心内膜炎	lflxnmy/
雷凡斯坦综合征	lfstzhz/
泪囊肿瘤	lnzl/
泪腺多形性腺癌	lxdxxxa/
泪腺多形性腺瘤	lxdxxxl/
泪腺炎	lxy/
类丹毒	ldd/
类肺炎性胸腔积液	lfyxxqjy/
类固醇后脂膜炎	lgchzmy/
类固醇肌病	lgcjb/
类圆线虫病	lyxcb/
类脂性肺炎	lzxfy/
类脂质蛋白沉积症	lzzdbcjz/
冷抗体型自身免疫性溶血性贫血	lktxzsmyxrxxpx/
冷凝集素综合征	lnjszhz/
冷球蛋白血症	lqdbxz/
冷球蛋白血症肾损害	lqdbxzssh/
梨状肌症候群	lzjzhq/
理发师皮炎	lfspy/
锂肾病	lsb/
立氏立克次体斑疹热	lslkctbzr/
利德尔综合征	ldezhz/
镰刀菌病	ldjb/
镰状细胞贫血眼部病变	lzxbpxybbb/
镰状细胞性肾病	lzxbxsb/
良性淋巴细胞血管炎和肉芽肿病	lxlbxbxgyhryzb/
良性颅内高压症	lxlngyz/
裂沟舌	lgs/
裂谷热	lgr/
裂头绦虫病	lttcb/
裂头蚴病	ltyb/
淋巴瘤样丘疹病	lblyqzb/
淋巴瘤样肉芽肿	lblyryz/
淋巴瘤引起的肾损害	lblyqdssh/
淋巴细胞性脉络丛脑膜炎	lbxbxmlcnmy/
淋球菌性腹膜炎	lqjxfmy/
淋球菌性结膜炎	lqjxjmy/
磷脂酰胆碱-胆固醇酰基转移酶缺乏	lzxdj_dgcxjzymqf/
流感嗜血杆菌肺炎	lgsxgjfy/
流感嗜血杆菌感染	lgsxgjgr/
流感嗜血杆菌脑膜炎	lgsxgjnmy/
龙线虫病	lxcb/
隆突性皮肤纤维肉瘤	ltxpfxwrl/
颅骨骨膜窦	lggmd/
颅骨结核	lgjh/
颅骨巨细胞瘤	lgjxbl/
颅骨裂和有关畸形	lglhygjx/
颅后窝室管膜瘤	lhwsgml/
颅后窝血肿	lhwxz/
颅内海绵状血管瘤	lnhmzxgl/
颅内黑色素瘤	lnhssl/
颅内畸胎瘤	lnjtl/
颅内脊索瘤	lnjsl/
颅内静脉窦闭塞性颅高压	lnjmdbsxlgy/
颅内静脉血栓形成	lnjmxsxc/
颅内生殖细胞瘤	lnszxbl/
颅内肿瘤	lnzl_6366/
颅内肿瘤伴发的精神障碍	lnzlbfdjsza/
颅内肿瘤性出血	lnzlxcx/
铝尘肺	lcf/
铝骨病	lgb/
绿猴病	lhb/
卵巢成熟畸胎瘤	lccsjtl/
卵巢恶性腹膜间皮瘤	lcexfmjpl/
卵巢恶性中胚叶混合瘤	lcexzpyhhl/
卵巢功能缺如综合征	lcgnqrzhz/
卵巢功能异常综合征	lcgnyczhz/
卵巢宫内膜样肿瘤	lcgnmyzl/
卵巢冠囊肿	lcgnz/
卵巢过度刺激综合征	lcgdcjzhz/
卵巢环管状性索肿瘤	lchgzxszl/
卵巢黄体囊肿破裂	lchtnzpl/
卵巢混合性生殖细胞-性索间质肿瘤	lchhxszxb_xsjzzl/
卵巢肌肉来源肿瘤	lcjrlyzl/
卵巢浆液性肿瘤	lcjyxzl/
卵巢交界性肿瘤	lcjjxzl/
卵巢颗粒细胞瘤	lcklxbl/
卵巢两性母细胞瘤	lclxmxbl/
卵巢卵黄囊瘤	lclhnl/
卵巢泡膜细胞瘤	lcpmxbl/
卵巢妊娠	lcrs/
卵巢透明细胞肿瘤	lctmxbzl/
卵巢未成熟畸胎瘤	lcwcsjtl/
卵巢无性细胞瘤	lcwxxbl/
卵巢纤维瘤	lcxwl/
卵巢纤维瘤病	lcxwlb/
卵巢纤维组织来源肿瘤	lcxwzzlyzl/
卵巢小细胞癌	lcxxba/
卵巢硬化性间质瘤	lcyhxjzl/
卵巢肿瘤	lczl/
卵巢肿瘤破裂	lczlpl/
卵巢重度水肿	lczdsz/
卵黄状黄斑营养不良	lhzhbyybl/
卵泡囊肿	lpnz/
卵泡腺细胞增殖综合征	lpxxbzzzhz/
螺菌病	ljb/
瘰疬分枝杆菌感染	llfzgjgr/
瘰疬性皮肤结核病	llxpfjhb/
瘰疬性苔藓	llxtx/
洛博芽生菌病	lbysjb/
疟疾肾病	njsb/
诺卡菌性巩膜炎	nkjxgmy/
巯甲丙脯酸肾损害	qjbfsssh/
乳房单纯囊肿	rfdcnz/
乳头溢液	rtyy/
乳腺导管扩张症	rxdgkzz/
乳腺囊性增生病	rxnxzsb/
乳腺腺病	rxxb/
中枢神经系统淋巴瘤	zssjxtlbl/
Machado-Joseph病	machado_josephb/
Morton跖头痛	mortonztt/
麻痹性痴呆	mbxcd/
麻风性葡萄膜炎	mfxptmy/
麻风性周围神经病	mfxzwsjb/
麻疹样红斑	mzyhb/
马尔尼菲青霉病	menfqmb/
马方综合征	mfzhz/
马拉色菌病	mlsjb/
脉络丛乳头状瘤	mlcrtzl/
脉络膜出血	mlmcx/
脉络膜骨瘤	mlmgl/
脉络膜脱离	mlmtl/
脉络膜脱离型视网膜脱离	mlmtlxswmtl/
脉络膜新生血管	mlmxsxg/
脉络膜血管瘤	mlmxgl/
螨皮炎	mpy/
慢性创伤性滑囊炎	mxcsxhny/
慢性颈部软组织损伤	mxjbrzzss/
慢性酒中毒	mxjzd/
慢性卡他性结膜炎	mxktxjmy/
慢性溃疡性非肉芽肿性空肠回肠炎	mxkyxfryzxkchcy/
慢性劳损性腰背痛	mxlsxybt/
慢性盆腔炎	mxpqy/
慢性肾性贫血	mxsxpx/
慢性腰部劳损	mxybls/
慢性自身免疫性甲状腺炎	mxzsmyxjzxy/
慢性纵隔炎	mxzgy/
慢性阻塞性肺疾病	mxzsxfjb/
盲肠扭转	mcnz/
盲肠旁疝	mcps/
猫抓病	mzb/
毛孢子菌病	mbzjb/
毛滴虫病	mdcb/
毛根鞘癌	mgqa/
毛霉病	mmb/
毛母质瘤	mmzl/
毛囊角化病	mnjhb/
毛囊瘤	mnl/
毛囊漏斗肿瘤	mnldzl/
毛囊脓疱病	mnnpb/
毛囊皮脂腺囊性错构瘤	mnpzxnxcgl/
毛囊性黏蛋白病	mnxndbb/
毛囊性鱼鳞病	mnxylb/
毛囊周围纤维瘤	mnzwxwl/
毛盘瘤	mpl/
毛胚细胞瘤	mpxbl/
毛鞘棘皮瘤	mqjpl/
毛细淋巴管瘤	mxlbgl/
毛细血管或静脉血栓形成	mxxghjmxsxc/
毛细血管扩张性共济失调综合征	mxxgkzxgjsdzhz/
毛细血管扩张性环状紫癜	mxxgkzxhzzd/
毛圆线虫病	myxcb/
毛状白斑	mzbb/
梅毒性巩膜炎	mdxgmy/
梅毒性骨软骨炎	mdxgrgy/
梅毒性关节炎	mdxgjy/
梅毒性角膜病变	mdxjmbb/
梅毒性葡萄膜炎	mdxptmy/
梅克尔细胞癌	mkexba/
梅勒尼坏疽	mlnhj/
梅尼埃病	mnab/
湄公血吸虫病	mgxxcb/
门静脉高压性胃病	mjmgyxwb/
门静脉血栓形成	mjmxsxc/
门脉高压性肠病	mmgyxcb/
弥漫性空回肠溃疡	mmxkhcky/
弥漫性食管壁内憩室	mmxsgbnqs/
弥漫性掌跖角化病	mmxzzjhb/
米氏链球菌肺炎	mslqjfy/
泌尿道肿瘤	mndzl/
泌尿道肿瘤皮肤转移	mndzlpfzy/
泌尿生殖系阿米巴病	mnszxambb/
泌尿生殖系滴虫病	mnszxdcb/
泌尿生殖系放线菌病	mnszxfxjb/
泌尿生殖系棘球蚴病	mnszxjqyb/
泌尿生殖系血吸虫病	mnszxxxcb/
泌尿生殖系真菌病	mnszxzjb/
泌尿生殖系支原体感染	mnszxzytgr/
棉尘肺	mcf/
面部播散性粟粒状狼疮	mbbsxslzlc/
面部脓皮病	mbnpb/
面部偏侧萎缩	mbpcws/
面部肉芽肿	mbryz/
面肌抽搐	mjcc/
面颈部毛囊性红斑黑变病	mjbmnxhbhbb/
面瘫唇肿裂纹舌综合征	mtczlwszhz/
摩擦黑变病	mchbb/
摩擦性苔藓样疹	mcxtxyz/
摩根菌肺炎	mgjfy/
木村网状肢端色素沉着	mcwzzdsscz/
赖特综合征性巩膜炎	ltzhzxgmy/
内分泌性肌病	nfmxjb/
内脏利什曼病	nzlsmb/
内脏血吸虫炎	nzxxcy/
男假两性畸形	njlxjx/
男性青春期乳房发育	nxqcqrffy/
男性性早熟	nxxzs/
男子雄激素源性秃发	nzxjsyxtf/
难治性心力衰竭	nzxxlsj/
脑干损伤	ngss/
脑干肿瘤	ngzl/
脑回状颅皮	nhzlp/
脑膜炎球菌性脑膜炎	nmyqjxnmy/
脑膜炎球菌血症	nmyqjxz/
脑膨出和脑脊膜膨出	npchnjmpc/
脑桥中央髓鞘溶解症	nqzysqrjz/
脑缺血性疾病	nqxxjb/
脑外伤后综合征	nwshzhz/
脑型疟疾	nxnj/
脑型血吸虫病	nxxxcb/
尼曼-皮克病	nm_pkb/
泥螺-日光性皮炎	nl_rgxpy/
黏多糖贮积症	ndtzjz/
黏多糖贮积症Ⅰ型	ndtzjz_x/
黏多糖贮积症Ⅱ型	ndtzjz_x_6534/
黏多糖贮积症Ⅲ型	ndtzjz_x_6535/
黏多糖贮积症Ⅳ型	ndtzjz_x_6536/
黏多糖贮积症Ⅴ型	ndtzjz_x_6537/
黏多糖贮积症Ⅵ型	ndtzjz_x_6538/
黏多糖贮积症Ⅶ型	ndtzjz_x_6539/
黏多糖贮积症Ⅷ型	ndtzjz_x_6540/
黏膜白斑	nmbb/
黏膜白色海绵状痣	nmbshmzz/
黏膜相关样组织淋巴瘤	nmxgyzzlbl/
黏液纤维肉瘤	nyxwrl/
黏液性小汗腺癌	nyxxhxa/
黏脂贮积症Ⅰ型	nzzjz_x/
黏脂贮积症Ⅱ型	nzzjz_x_6547/
黏脂贮积症Ⅲ型	nzzjz_x_6548/
黏脂贮积症Ⅳ型	nzzjz_x_6549/
念珠菌病	nzjb/
念珠状发	nzzf/
念珠状红苔藓	nzzhtx/
鸟枪弹样视网膜脉络膜病变	nqdyswmmlmbb/
尿道旁腺癌	ndpxa/
尿道憩室	ndqs/
尿道缺如及先天性尿道闭锁	ndqrjxtxndbs/
尿道肉阜	ndrf/
尿毒症性心包炎	ndzxxby/
尿毒症性心肌病	ndzxxjb/
尿黑酸尿与褐黄病	nhsnyhhb/
镍皮炎	npy/
牛痘	nd/
牛痘样水疱病	ndyspb/
农民肺	nmf/
农药中毒性肾病	nyzdxsb/
脓毒症和菌血症	ndzhjxz/
脓疱病	npb/
女性的青春期延迟	nxdqcqyc/
女性生殖道多部位原发癌	nxszddbwyfa/
女性性早熟	nxxzs_6570/
Poncet综合征	poncetzhz/
PUVA雀斑样痣	puvaqbyz/
膀胱不发育与发育不全	bgbfyyfybq/
膀胱结核	bgjh/
膀胱平滑肌瘤	bgphjl/
膀胱平滑肌肉瘤	bgphjrl/
膀胱葡萄状肉瘤	bgptzrl/
膀胱憩室	bgqs/
膀胱上内疝	bgsns/
膀胱嗜铬细胞瘤	bgsgxbl/
膀胱输尿管反流	bgsngfl/
膀胱与尿道结石	bgyndjs/
膀胱肿瘤	bgzl/
贲门黏膜撕裂综合征	bmnmslzhz/
脯肽酶缺乏症	ftmqfz/
盘尾丝虫病	pwscb/
疱疹样皮炎	pzypy/
盆底腹膜疝	pdfms/
盆腔脓肿	pqnz/
皮肤B细胞淋巴样结节型增生	pfbxblbyjjxzs/
皮肤T细胞淋巴样增生	pftxblbyzs/
皮肤阿米巴病	pfambb/
皮肤白细胞破碎性血管炎	pfbxbpsxxgy/
皮肤白血病	pfbxb/
皮肤卟啉病	pfblb/
皮肤穿入性毛囊和毛囊周角化病	pfcrxmnhmnzjhb/
皮肤恶性黑色素瘤	pfexhssl/
皮肤发育不良	pffybl/
皮肤弓形体病	pfgxtb/
皮肤骨瘤	pfgl/
皮肤骨髓纤维化	pfgsxwh/
皮肤利什曼病	pflsmb/
皮肤淋巴肉芽肿病	pflbryzb/
皮肤淋巴细胞浸润症	pflbxbjrz/
皮肤淋巴细胞瘤	pflbxbl/
皮肤黏膜淋巴结综合征	pfnmlbjzhz/
皮肤黏液瘤	pfnyl/
皮肤软骨瘤	pfrgl/
皮肤瘙痒症	pfsyz/
皮肤神经瘤	pfsjl/
皮肤丝虫病	pfscb/
皮肤松垂	pfsc/
皮肤炭疽	pftj/
皮肤纤毛囊肿	pfxmnz/
皮肤纤维瘤	pfxwl/
皮肤腺样囊性癌	pfxynxa/
皮肤行为症	pfxwz/
皮肤癣菌病	pfxjb/
皮肤蝇蛆病	pfyqb/
皮肤幼虫移行症	pfycyxz/
皮肤猪囊尾蚴病	pfznwyb/
皮肤子宫内膜异位症	pfzgnmywz/
皮角	pj/
皮克病	pkb/
皮克病性痴呆	pkbxcd/
皮下T细胞淋巴瘤	pxtxblbl/
皮下脂肪肉芽肿	pxzfryz/
皮下脂膜炎性T细胞淋巴瘤	pxzmyxtxblbl/
皮样表皮样囊肿	pybpynz/
皮脂缺乏症	pzqfz/
皮脂腺癌	pzxa/
皮脂腺腺瘤	pzxxl/
皮脂腺增生	pzxzs/
脾动脉瘤	pdml/
脾囊肿	pnz/
脾脓肿	pnz_6636/
脾脏转移性肿瘤	pzzyxzl/
片吸虫病	pxcb/
胼胝	pz/
胼胝体进行性变性	pztjxxbx/
品他病	ptb/
品行障碍	pxza/
平底足	pdz/
平滑肌肉瘤	phjrl/
蹼状阴茎	pzyj/
先天性膀胱颈挛缩	xtxbgjls/
寇热	kr/
槭糖尿病	qtnb/
漆所致皮肤病	qszpfb/
其他病毒肺炎	qtbdfy/
其他弧菌感染	qthjgr/
其他晶体性关节病	qtjtxgjb/
其他类精神活性物质依赖	qtljshxwzyl/
其他沙门菌感染	qtsmjgr/
奇孔古尼亚病毒性疾病	qkgnybdxjb/
脐部脐肠系膜管息肉	qbqcxmgxr/
脐尿管囊肿	qngnz/
脐疝	qs/
脐炎	qy/
起搏器综合征	qbqzhz/
气单胞菌肺炎	qdbjfy/
气管梗阻	qggz_6662/
气管前间隙感染	qgqjxgr/
气管食管瘘	qgsgl/
气性膀胱炎	qxbgy/
髂骨取骨后盆侧腹壁疝	qgqghpcfbs/
髂骨致密性骨炎	qgzmxgy/
千足虫灼伤	qzczs/
前臂动脉损伤	qbdmss/
前骨间神经卡压综合征	qgjsjkyzhz/
前列腺囊肿	qlxnz/
前列腺脓肿	qlxnz_6672/
前列腺肉瘤	qlxrl/
前十字韧带损伤	qszrdss/
前庭大腺癌	qtdxa/
前庭大腺囊肿	qtdxnz/
前纵韧带骨化症	qzrdghz/
钱币状湿疹	qbzsz/
钱币状掌跖角化病	qbzzzjhb/
浅部急性淋巴结炎和淋巴管炎	qbjxlbjyhlbgy/
嵌顿性腹股沟斜疝	qdxfggxs/
腔隙性脑梗死	qxxngs/
强直性脊柱炎性巩膜炎	qzxjzyxgmy/
侵袭性婴儿纤维瘤病	qxxyexwlb/
青春期发育迟缓	qcqfych/
青春期功能失调性子宫出血	qcqgnsdxzgcx/
青春期功能失调性子宫出血病	qcqgnsdxzgcxb/
青年人中的成年发病型糖尿病	qnrzdcnfbxtnb/
青年上肢远端肌萎缩	qnszydjws/
青年心肌梗死	qnxjgs/
青年性驼背	qnxtb/
青少年及小儿卵巢肿瘤	qsnjxelczl/
青少年及小儿阴道肉瘤	qsnjxeydrl/
青少年及小儿阴道透明细胞癌	qsnjxeydtmxba/
青少年及小儿子宫颈癌	qsnjxezgja/
丘疹性荨麻疹	qzxqmz/
丘疹性血管增生	qzxxgzs/
丘疹紫癜性手套和短袜样综合征	qzzdxsthdwyzhz/
曲霉病	qmb_6699/
曲霉球	qmq/
躯体感染伴发的精神障碍	qtgrbfdjsza/
全身性发疹性组织细胞增生症	qsxfzxzzxbzsz/
全身脂肪代谢障碍	qszfdxza/
缺血性多形性室性心动过速	qxxdxxsxxdgs/
Reis-Bucklers角膜营养不良	reis_bucklersjmyybl/
Rh血型不合溶血病	rhxxbhrxb/
诺卡菌病	nkjb/
染色体异常	rstyc/
染色体异常伴发的精神障碍	rstycbfdjsza/
桡骨茎突骨折	rgjtgz/
桡骨头骨折	rgtgz/
桡管综合征	rgzhz/
桡神经感觉支卡压	rsjgjzky/
热带性出汗不良	rdxchbl/
热带性口炎性腹泻	rdxkyxfx/
人格解体-现实解体综合征	rgjt_xsjtzhz/
人类T淋巴细胞病毒感染	rltlbxbbdgr/
人类免疫缺陷病毒所致葡萄膜炎	rlmyqxbdszptmy/
人免疫缺陷病毒感染性肾损害	rmyqxbdgrxssh/
人疱疹病毒-6型感染	rpzbd_6xgr/
人为性皮炎	rwxpy/
人为脂膜炎	rwzmy/
妊娠高血压综合征	rsgxyzhz/
妊娠高血压综合征眼底病变	rsgxyzhzydbb/
妊娠合并白血病	rshbbxb/
妊娠合并癫痫	rshbdx/
妊娠合并动脉导管未闭	rshbdmdgwb/
妊娠合并多囊肾	rshbdns/
妊娠合并肺炎	rshbfy/
妊娠合并风湿性心脏病	rshbfsxxzb/
妊娠合并肝硬化	rshbgyh/
妊娠合并红细胞增多症	rshbhxbzdz/
妊娠合并急性膀胱炎	rshbjxbgy/
妊娠合并急性胆囊炎	rshbjxdny/
妊娠合并急性阑尾炎	rshbjxlwy/
妊娠合并急性肾小球肾炎	rshbjxsxqsy/
妊娠合并急性肾盂肾炎	rshbjxsysy/
妊娠合并急性胰腺炎	rshbjxyxy/
妊娠合并甲状旁腺功能亢进	rshbjzpxgnkj/
妊娠合并甲状腺功能减退	rshbjzxgnjt/
妊娠合并甲状腺功能亢进	rshbjzxgnkj/
妊娠合并巨幼红细胞性贫血	rshbjyhxbxpx/
妊娠合并类风湿关节炎	rshblfsgjy/
妊娠合并淋巴瘤	rshblbl/
妊娠合并卵巢肿瘤	rshblczl/
妊娠合并慢性肾上腺皮质功能减退	rshbmxssxpzgnjt/
妊娠合并慢性肾小球肾炎	rshbmxsxqsy/
妊娠合并尿石症	rshbnsz/
妊娠合并皮质醇增多症	rshbpzczdz/
妊娠合并偏头痛	rshbptt/
妊娠合并缺铁性贫血	rshbqtxpx/
妊娠合并肾病综合征	rshbsbzhz/
妊娠合并系统性红斑狼疮	rshbxtxhblc/
妊娠合并消化性溃疡	rshbxhxky/
妊娠合并哮喘	rshbxc/
妊娠合并心房间隔缺损	rshbxfjgqs/
妊娠合并心室间隔缺损	rshbxsjgqs/
妊娠合并血栓性疾病	rshbxsxjb/
妊娠合并血栓性血小板减少性紫癜	rshbxsxxxbjsxzd/
妊娠合并硬皮病	rshbypb/
妊娠合并原发性高血压	rshbyfxgxy/
妊娠合并再生障碍性贫血	rshbzszaxpx/
妊娠合并重症肌无力	rshbzzjwl/
妊娠合并子宫肌瘤	rshbzgjl/
妊娠合并自身免疫性溶血性贫血	rshbzsmyxrxxpx/
妊娠呕吐	rsot/
妊娠疱疹	rspz/
妊娠期肝内胆汁淤积症	rsqgndzyjz/
妊娠期肝血肿及破裂	rsqgxzjpl/
妊娠期急性肾功能衰竭	rsqjxsgnsj/
妊娠期急性脂肪肝	rsqjxzfg/
妊娠期甲状腺功能亢进	rsqjzxgnkj/
妊娠期糖尿病	rsqtnb/
妊娠舞蹈病	rswdb/
妊娠性急性阑尾炎	rsxjxlwy/
妊娠性哮喘	rsxxc/
妊娠性心肌梗死	rsxxjgs/
妊娠痒疹	rsyz/
日本血吸虫病	rbxxcb/
日光皮炎	rgpy/
日光性雀斑样痣	rgxqbyz/
肉孢子虫病	rbzcb/
肉瘤皮肤转移	rlpfzy/
肉芽肿性唇炎	ryzxcy/
肉芽肿性前列腺炎	ryzxqlxy/
肉芽肿性松弛皮肤	ryzxscpf/
蠕形螨病	rxmb/
乳房导管内乳头状瘤	rfdgnrtzl/
乳房棘球蚴病	rfjqyb/
乳房结核	rfjh/
乳房缺少症	rfqsz/
乳房神经纤维瘤	rfsjxwl/
乳房湿疹	rfsz/
乳房丝虫病	rfscb/
乳房外湿疹样癌	rfwszya/
乳糜尿	rmn/
乳糜泻	rmx/
乳糜胸	rmx_6798/
多形红斑样皮疹	dxhbypz/
乳头内陷	rtnx/
乳头侵蚀性腺瘤病	rtqsxxlb/
乳头炎和乳晕炎	rtyhryy/
乳头状汗腺腺瘤	rtzhxxl/
乳腺癌皮肤转移	rxapfzy/
乳腺癌肉瘤	rxarl/
乳腺错构瘤	rxcgl/
乳腺纤维肉瘤	rxxwrl/
乳腺纤维腺瘤	rxxwxl/
乳腺叶状囊肉瘤	rxyznrl/
乳溢症	ryz/
软骨样汗管瘤	rgyhgl/
软组织肉瘤	rzzrl/
瑞列绦虫病	rltcb/
失认症	srz/
SARS的胃肠道感染	sarsdwcdgr/
唇舌水肿及面瘫综合征	csszjmtzhz/
塞泽里综合征	szlzhz/
腮腺恶性肿瘤	sxexzl/
散光	sg/
桑毛虫皮炎	smcpy/
色素性化妆品皮炎	ssxhzppy/
色素性静脉旁视网膜脉络膜萎缩	ssxjmpswmmlmws/
色素性口周红斑	ssxkzhb/
色素性紫癜性苔藓样皮病	ssxzdxtxypb/
色素性紫癜性苔藓样皮炎	ssxzdxtxypy/
上干型胸廓出口综合征	sgxxkckzhz/
上巩膜静脉压升高所致青光眼	sgmjmysgszqgy/
上气道梗阻	sqdgz/
上腔静脉综合征	sqjmzhz/
砷及其化合物引起的皮肤病	sjqhhwyqdpfb/
神经病性关节病	sjbxgjb/
神经官能性表皮剥脱	sjgnxbpbt/
神经内分泌肿瘤	sjnfmzl/
神经内分泌肿瘤皮肤转移	sjnfmzlpfzy/
神经鞘源性肿瘤	sjqyxzl/
神经系统结节病	sjxtjjb/
神经系统先天性疾病	sjxtxtxjb/
神经系统遗传病	sjxtycb/
神经元蜡样脂褐质沉积症	sjylyzhzcjz/
肾淀粉样变性	sdfybx/
